[-0.72969944  0.99364956  1.1236009   1.22751645 -1.82805627 -0.60346769] -295.36006857938304
[-0.61527955 -0.30638578  1.04821743  0.46363239  0.58051157  1.44138619] -249.9445052507085
[-0.49865588  1.50840634  0.64766593  0.21086021  0.14750636  0.57877345] -249.37718723885055
[-0.69532625  0.49704079  0.21793738 -0.93643091  0.93878128 -0.95927632] -241.72195865485347
[ 0.05455372  1.26240227  0.73746558  0.12990234  1.20739769 -1.6447217 ] -6.57984335964512e-06
[ 0.05508442  1.26307214  0.73910139  0.12825734  1.20796951 -1.64333974] -6.76209549090517e-06
[ 0.05435409  1.26335817  0.73924123  0.12918281  1.20794683 -1.64403584] -2.7488316829136794e-06
[ 0.05262725  1.26520477  0.74188844  0.13007437  1.20863364 -1.64451357] -7.37692479857032e-06
[ 0.0540721   1.26310289  0.73857129  0.12994535  1.20770668 -1.64466967] -2.3426985796158866e-06
[ 0.05701348  1.26384695  0.73802706  0.13661699  1.20886974 -1.64390613] -9.10320774434711e-06
[ 0.0526111   1.26365858  0.73998529  0.12790884  1.20769083 -1.64484974] -2.0011661583968056e-06
[ 0.0549361   1.26559805  0.73957845  0.13093556  1.20822096 -1.64347153] -2.0353333857998398e-06
[ 0.05378074  1.26335608  0.73898124  0.12939335  1.20742417 -1.64240061] -2.5618862602020696e-06
[ 0.05352219  1.26474664  0.73809995  0.12774219  1.20810609 -1.64495809] -4.5764868185408275e-06
[ 0.05421097  1.26373633  0.73973182  0.13102976  1.2078527  -1.64347405] -1.219044558170729e-06
[ 0.05356096  1.26491408  0.73929804  0.13130064  1.20789613 -1.64371435] -2.5399010514193326e-07
[ 0.05316439  1.26569203  0.73932644  0.13235955  1.20787078 -1.6435536 ] -1.7950350547541658e-06
[ 0.05406104  1.2654355   0.73966362  0.13172586  1.2085761  -1.64578749] -3.1580135627880176e-06
[ 0.05385082  1.26387593  0.73915184  0.12997648  1.20771215 -1.64324733] -9.0276571106128e-07
[ 0.05361322  1.26293046  0.74000255  0.12812805  1.20705963 -1.64342391] -3.189406226459775e-06
[ 0.0540039   1.26475623  0.73907791  0.13121013  1.20824005 -1.64414471] -7.953253893980425e-07
[ 0.05365251  1.26574351  0.74036982  0.13084179  1.20816426 -1.64296423] -2.6210464047724053e-06
[ 0.0539672   1.26376304  0.73902092  0.13016946  1.20782108 -1.64424331] -8.718724374300984e-07
[ 0.05246554  1.26263668  0.73917683  0.12959621  1.20751669 -1.64441964] -3.3240086475389543e-06
[ 0.05431846  1.26485771  0.73947804  0.13060072  1.20804489 -1.64370855] -7.1295118278722e-07
[ 0.05535967  1.26497586  0.7386009   0.13352022  1.20816483 -1.64266103] -2.910758536859026e-06
[ 0.05329824  1.2639879   0.73963919  0.12931169  1.20780933 -1.64430256] -7.834683647016416e-07
[ 0.05345556  1.26498197  0.73882349  0.12982661  1.20798851 -1.64431289] -5.324943515196329e-07
[ 0.05368396  1.26521104  0.73929403  0.13082994  1.20822117 -1.64489479] -1.0139234201679772e-06
[ 0.0538091   1.26420971  0.73918738  0.13018984  1.20783941 -1.6436592 ] -4.0450210591116776e-07
[ 0.05351487  1.26547282  0.73948043  0.13064375  1.20811836 -1.64370411] -8.761748661996758e-07
[ 0.05385412  1.26419049  0.7391358   0.13028803  1.2078954  -1.64410851] -4.389524351035912e-07
[ 0.05342825  1.26429105  0.73944274  0.12929571  1.20758451 -1.64379064] -3.3851319906895636e-07
[ 0.05417724  1.26516044  0.73881597  0.13118883  1.20794028 -1.64346215] -4.807897162619138e-07
[ 0.05310995  1.26439154  0.73875643  0.13009584  1.20766985 -1.64397403] -4.5357541831767115e-07
[ 0.05385764  1.26407047  0.73938863  0.13095969  1.20762002 -1.64325674] -7.751980380241539e-07
[ 0.05355608  1.26475409  0.73896478  0.13010988  1.20789639 -1.64404885] -1.8163064262928954e-07
[ 0.05292891  1.26375655  0.73944575  0.12923781  1.20765361 -1.64430304] -8.142278750596626e-07
[ 0.05386516  1.26480947  0.73897342  0.13070108  1.20786861 -1.64367238] -1.6907852269911952e-07
[ 0.05424794  1.26466476  0.73957762  0.13053256  1.2079903  -1.64369062] -6.570992372661156e-07
[ 0.05339444  1.26445984  0.73896173  0.13020502  1.20774996 -1.64390317] -8.52001757471926e-08
[ 0.05335054  1.26495559  0.73914023  0.13031269  1.20771627 -1.64348769] -1.0227113218705402e-07
[ 0.05324271  1.265185    0.73907293  0.13045183  1.20773121 -1.64387983] -1.1528999858548447e-07
[ 0.05356172  1.26540164  0.7386943   0.13173134  1.20803502 -1.64377811] -7.177295284839587e-07
[ 0.05346161  1.2645687   0.73925563  0.12990462  1.20769714 -1.64378751] -6.349079329408447e-08
[ 0.05339589  1.26466349  0.73882487  0.12926107  1.20765707 -1.64387879] -2.711101775175545e-07
[ 0.05351969  1.26485143  0.73917974  0.13079075  1.20783636 -1.64375546] -8.697832228248206e-08
[ 0.05338864  1.26485592  0.73922978  0.13067878  1.2076368  -1.64344649] -2.1887679945447483e-07
[ 0.05351422  1.26477955  0.73903103  0.13025211  1.20783149 -1.64389826] -6.085792776269046e-08
[ 0.05296258  1.26479057  0.73924035  0.12993793  1.2076522  -1.64389827] -6.175206870417777e-08
[ 0.05349166  1.26428356  0.73919664  0.13001587  1.20776326 -1.64369696] -2.2301438286173765e-07
[ 0.05330495  1.26495964  0.73910386  0.13034284  1.20773923 -1.64383411] -2.36496746609413e-08
[ 0.05336862  1.26451432  0.73911722  0.13016506  1.20778585 -1.64420458] -9.390722684429794e-08
[ 0.0533641   1.26462464  0.73912297  0.13020197  1.20776846 -1.64402535] -3.813826691853963e-08
[ 0.05314761  1.26454288  0.73905878  0.12949075  1.20764313 -1.64402677] -1.2231682039861617e-07
[ 0.05342667  1.26477429  0.7391495   0.13046575  1.20778805 -1.64382329] -2.4756929442393736e-08
[ 0.0532836   1.26503929  0.73933938  0.13016338  1.20774222 -1.64385242] -5.855976686453748e-08
[ 0.05315709  1.26508729  0.7390734   0.13055004  1.20781008 -1.64398972] -1.335584634883586e-07
[ 0.05338548  1.26469835  0.73921007  0.13006597  1.20772537 -1.64383806] -1.699590764044136e-08
[ 0.05379709  1.26483468  0.73907859  0.13055941  1.20787941 -1.6438589 ] -1.1645790312474698e-07
[ 0.05317121  1.2648016   0.73919991  0.1300933   1.207709   -1.64388843] -1.4115371371760974e-08
[ 0.05313112  1.26485305  0.7393442   0.1301923   1.20765929 -1.64385563] -7.04088458717952e-08
[ 0.05341844  1.26479792  0.73910932  0.13023715  1.20778844 -1.6438876 ] -2.0803214386778183e-08
[ 0.05340669  1.26451286  0.73895916  0.13030561  1.20776396 -1.64391319] -6.669715605704905e-08
[ 0.05331437  1.26490768  0.73924433  0.13019894  1.20774766 -1.64386762] -1.8420251243346093e-08
[ 0.05330961  1.26502186  0.73921603  0.13026602  1.20773079 -1.64368768] -5.950888347832892e-08
[ 0.05335048  1.26472394  0.73914623  0.13021798  1.20775904 -1.64394094] -7.189953048448826e-09
[ 0.05322164  1.26485542  0.7391884   0.12991965  1.20770153 -1.64392897] -1.8171034997733802e-08
[ 0.0533156   1.26463533  0.73926223  0.12990149  1.20773779 -1.64394976] -4.855516016791714e-08
[ 0.05330761  1.26487856  0.73914345  0.1302325   1.20773887 -1.64386302] -7.945449966047285e-09
[ 0.05316515  1.26482392  0.73926814  0.13000563  1.20767205 -1.64388807] -2.5187601652948747e-08
[ 0.05335512  1.26480442  0.73914903  0.13017927  1.20775934 -1.64388772] -5.304236421466486e-09
[ 0.05328281  1.26467975  0.73910137  0.13003729  1.20771672 -1.64391476] -1.259392034232009e-08
[ 0.05339593  1.26467346  0.73912828  0.13035579  1.20776792 -1.64384868] -2.2653177301442474e-08
[ 0.05326521  1.26480993  0.73917337  0.13002868  1.20771812 -1.64390889] -4.907994786565637e-09
[ 0.053192    1.26486772  0.73909438  0.13019703  1.20774166 -1.64396319] -2.3885851080881696e-08
[ 0.05333711  1.26474069  0.73918115  0.13009874  1.20772944 -1.64386935] -4.567086182031627e-09
[ 0.05346157  1.26474417  0.73909829  0.13017152  1.20776485 -1.64390647] -1.3386064802473307e-08
[ 0.05338898  1.26475853  0.7391237   0.13015197  1.20775089 -1.64390196] -5.521015474511442e-09
[ 0.05338536  1.26489227  0.73920427  0.13026576  1.20776851 -1.64387586] -1.4323574823179722e-08
[ 0.05330845  1.26473288  0.7391271   0.13009441  1.20772967 -1.64390504] -8.994600748571032e-09
[ 0.05335972  1.26483914  0.73917855  0.13020864  1.20775556 -1.64388559] -7.444450682580734e-09
[ 0.05337794  1.26468032  0.73917389  0.13006259  1.20775193 -1.64393512] -2.625736964979309e-08
[ 0.05332519  1.264829    0.73915106  0.13019003  1.20774213 -1.64388105] -2.8348385781620477e-09
[ 0.05331431  1.26471636  0.73912963  0.13008025  1.20773076 -1.64391105] -7.388264905431044e-09
[ 0.05332566  1.26474706  0.73914186  0.13011235  1.20773696 -1.64390468] -3.976498595867275e-09
[ 0.05331528  1.26483927  0.73916049  0.1300357   1.20771992 -1.64384361] -7.577033870182152e-09
[ 0.05334168  1.26475277  0.7391498   0.13017241  1.20774926 -1.64391661] -6.088257778930346e-09
[ 0.05332408  1.26481044  0.73915693  0.13008127  1.2077297  -1.64386794] -5.738217658320733e-09
[ 0.05332848  1.26479602  0.73915514  0.13010405  1.20773459 -1.64388011] -2.0404254632196684e-09
--------------------------------------------
[-1.61932256 -0.21933759  0.32960127  0.18860665 -0.33850185 -0.36872836] -221.06659024097434
[-0.81203781 -0.34702577 -0.58346866  1.28062373  1.63003619  0.90674181] -305.1412373087255
[ 0.0384725  -0.88624678 -0.04642378  1.07915163  0.65383074 -0.21924543] -298.55437828565266
[ 0.29897742  0.26764363 -0.22657341  0.16320218  1.29196426 -0.28221137] -281.37527544848507
[ 0.71034102 -0.0500273   1.71223216  0.28132779  1.92804315 -0.0658131 ] -229.7819382866471
[ 0.16050694 -0.31310473  0.68673691  0.59651923 -0.61658688 -0.40863408] -218.64133274710898
[-1.25293245 -0.52077675  0.62236852  0.42342318  0.21007694 -0.3554293 ] -234.64040440926746
[ 0.25738543 -0.22692407  1.60944921 -0.36988018 -0.58709407 -1.47342902] -257.941646737079
[-0.5201539   0.53207117  1.624362   -0.65141868 -0.02453023 -0.76550297] -243.0782037827939
[-1.05370259 -0.53367672  2.4214901  -0.00700952 -1.10149524 -0.86363424] -342.6043142101332
[-0.03919258  0.06731354  0.43544247  0.12064926  0.69359939 -0.42756709] -237.9809978470052
[-1.11096994  0.05897018  0.19413189  0.68958265  1.20446091  0.67620405] -257.6194238106263
[-0.7688811  -0.01250338  0.54796122  0.42471694  0.75657216  0.13879579] -239.92147180591365
[-0.41633968 -0.88154991 -0.17958115  1.32983303  0.90226453  0.26971093] -312.86114293812176
[-0.49420034  0.1786659   1.17337621 -0.15610576  0.20716846 -0.5066995 ] -221.13468523274793
[-0.07605223 -0.27325227  1.10529129  0.06008984 -0.06197243 -0.84975293] -219.16393789619693
[-0.81802729 -0.46659112  1.44109298  0.34397105 -0.25085692 -0.42411867] -223.10619313177594
[ 0.54068096  0.13956105  1.52707508  0.01471309  0.07902091 -0.51915291] -232.44379262387332
[ 0.09227761 -0.0255234   1.30089844  0.11689061  0.11178491 -0.47822201] -220.82517069651965
[-1.62861365 -0.32302043  0.30010021  0.10199608 -2.24436472 -0.94623874] -237.8737573154337
[ 0.12560235 -0.11827559  1.35919917  0.23649486  0.88494118 -0.28591951] -222.08826234702465
[ 0.21429788  0.20964856  0.54394145  0.00352742  0.31313472 -0.5418668 ] -223.61130329375075
[-0.559946   -0.2975312   1.2168051   0.25886015 -0.10985901 -0.4535557 ] -220.07659969426012
[-0.95784788 -0.19841884  0.57837057  0.11845871 -1.15426345 -0.73594468] -222.2601988704822
[-0.14526021 -0.1383114   1.16399202  0.20698583  0.37514002 -0.3984258 ] -219.9578991137049
[-0.22173181 -0.60101943  0.76106546  0.63208985 -0.4205002  -0.47907346] -219.87995447216568
[ 1.369254   -0.33024322  1.74866181  0.43520519  0.09783732 -0.6538263 ] -249.94358527545018
[-0.87217842 -0.247064    0.6843664   0.25025628 -0.22941706 -0.44000284] -220.43762478573402
[-0.66383152 -0.59790427  0.57185395  0.55137645 -0.46618343 -0.53159293] -222.01988292511504
[-0.09674967 -0.16861862  1.11863732  0.22551207 -0.03270717 -0.49156474] -218.9970821461241
[ 0.55910076 -0.35021522  1.33314296  0.40976271 -0.0594115  -0.58699939] -223.02613139534483
[-0.51435863 -0.2728518   0.84656054  0.29013289 -0.18691567 -0.47675198] -219.3164441443557
[ 0.26206413 -0.29152155  0.67728941  0.41158309 -0.2046551  -0.58117863] -219.95621543050765
[-0.01684688 -0.5018114   0.56786829  0.5316565  -0.88291918 -0.69722614] -219.66084651024275
[-0.51714156 -0.41869787  1.01809719  0.3670837  -0.52921208 -0.55315581] -219.81998765486503
[-0.13181554 -0.04842613  1.01999838  0.05824155 -0.34960426 -0.6799551 ] -221.01926318909668
[-0.19925274 -0.4628711   0.82579869  0.48862778 -0.40277622 -0.52929387] -218.80829563543622
[ 0.26955715 -0.24547211  0.69886716  0.3637624  -0.1987471  -0.59791877] -219.4687529367224
[-0.13526951 -0.07691215  1.19276234  0.1432249   0.38301735 -0.42074599] -219.68531809827059
[-0.04645254 -0.39558659  0.7240918   0.4345486  -0.56643504 -0.6281061 ] -218.81956464632725
[-0.52701011 -0.38328959  1.07017169  0.3347144  -0.42371737 -0.5301158 ] -219.82301735999707
[ 0.07041534 -0.27992648  0.79169329  0.3565004  -0.25498967 -0.58096802] -218.71826739787488
[ 0.45183032 -0.35826813  0.90418923  0.43046642 -0.45824014 -0.68602127] -220.1537560625924
[-0.27281139 -0.29420588  0.86096771  0.32521627 -0.25474678 -0.5290693 ] -218.68578267410308
[-0.05206246 -0.3648522   0.56401729  0.74888494 -0.6474415  -0.20612578] -218.51438553143544
[-0.04006758 -0.41065217  0.29338029  1.0932825  -0.94017603  0.1156878 ] -219.05972409206052
[-0.01646928 -0.53489704  0.36579791  0.75792034 -0.88161819 -0.46916765] -220.27794555207083
[-0.07667958 -0.26018823  0.93042747  0.35861414 -0.24493493 -0.48596547] -218.48282046552106
[-0.07684209 -0.26279629  0.82912198  0.52357232 -0.24072362 -0.28524608] -218.43120525194584
[-0.09203687 -0.19640114  0.88163707  0.56808418 -0.0778679  -0.11381606] -218.74059837804825
[ 0.11676166 -0.12882017  0.72852286  0.48114132 -0.35036491 -0.30270904] -218.06787388996148
[ 0.27476886  0.0382053   0.67988494  0.47739809 -0.32415925 -0.18941663] -217.80010759087776
[-0.08478858 -0.20572086  0.72535881  0.65356793 -0.52120798 -0.12051775] -218.10395459923265
[ 0.32111242 -0.16194646  0.61088142  0.79430261 -0.61027127 -0.03623262] -218.05108000608607
[-0.05867075 -0.09266151  0.75982706  0.58892745 -0.24632596 -0.03253403] -218.15945881100504
[ 0.15169589  0.04981619  0.94781661  0.38324257 -0.08176617 -0.17717841] -218.28346958949408
[ 0.25243816  0.04848701  0.58720281  0.78172286 -0.42988315  0.20559029] -217.59985335097304
[ 0.41699703  0.20282463  0.41559048  0.99327722 -0.52235727  0.55136817] -217.44383792824178
[ 0.41721371  0.20630205  0.55066446  0.77333297 -0.52797235  0.28374232] -217.53267954199023
[ 0.27718167 -0.05414847  0.29958579  1.04369285 -0.83566519  0.3293149 ] -217.84061584539015
[ 0.59949912  0.10116691  0.33416157  0.98959644 -0.86755181  0.30528682] -217.81178081307235
[ 0.85371285  0.31652219  0.23823074  1.03696547 -0.70811773  0.53520541] -217.4074457393279
[ 1.32296356  0.57764372 -0.00533329  1.22866423 -0.8015726   0.86306699] -218.1693720510313
[ 0.62534533  0.43223733  0.22849124  0.9771184  -0.65166993  0.64139963] -217.17731091751548
[ 0.77746178  0.72932922  0.03729614  1.06852629 -0.67236926  0.98021575] -217.44190228849328
[ 0.78533062  0.48656794  0.51608869  0.70553667 -0.36494426  0.37988034] -217.13055124090556
[ 1.0394051   0.75692615  0.62434014  0.53645858 -0.12958379  0.40516306] -217.18277021861667
[ 0.52495702  0.45971957  0.54215528  0.6649465  -0.16552179  0.42877292] -217.66516558981783
[ 0.93308333  0.66318594  0.15052202  1.23966098 -0.65603519  1.12953956] -217.40194219146125
[ 0.81893727  0.30949379  0.15770726  1.24368407 -0.97817712  0.74493889] -217.54304879444118
[ 0.74544221  0.34705024  0.25381927  1.09899968 -0.77501329  0.6658974 ] -217.2175839802959
[ 1.03609007  0.60982737  0.05024969  1.24385317 -0.69807354  1.01735451] -217.8850186725895
[ 0.5719328   0.30718338  0.42556077  0.89096302 -0.57049765  0.46714537] -217.22813532871206
[ 1.08795202  0.64809104  0.1886471   0.98980419 -0.71973541  0.72165439] -217.00708901781223
[ 1.42342951  0.87072424  0.0751754   0.98806768 -0.81842448  0.8067975 ] -217.0525025362049
[ 0.72931592  0.64491643  0.34947895  0.93039552 -0.53784751  0.79996682] -217.1813264519355
[ 0.58202297  0.29216285  0.50350665  0.62461151 -0.55053416  0.09577509] -217.61194872763568
[ 0.84531824  0.57043017  0.23876818  1.08589862 -0.62965993  0.87109844] -217.10988514742303
[ 1.03430197  0.73591433  0.16620371  1.038288   -0.65579246  0.8928203 ] -217.0275132531943
[ 0.95707916  0.82566884  0.30874002  0.81001412 -0.41153655  0.76970924] -217.05626290491767
[ 1.04912652  0.58805345  0.19950069  0.93849115 -0.60659867  0.62555396] -217.1770077056636
[ 1.29435752  0.85267126  0.31082489  0.87889252 -0.4777525   0.77883927] -216.8976872108924
[ 1.62886361  1.06288823  0.35199172  0.82977958 -0.39079378  0.84755909] -216.92831048152766
[ 0.95231999  0.78506108  0.3769235   0.89765356 -0.47987504  0.84578003] -217.16464343797543
[ 0.97652162  0.73580917  0.3325678   0.90786296 -0.51155594  0.79072352] -217.0036363909663
[ 1.27984622e+00  9.69626997e-01 -8.38129253e-04  1.19805013e+00
 -7.70400010e-01  1.22840138e+00] -217.32304181833194
[ 0.90895952  0.60733271  0.38685699  0.82866504 -0.46630819  0.5920106 ] -216.98843853367626
[ 1.24107237  0.89806562  0.32584532  0.73194366 -0.45123375  0.644154  ] -216.8922380929531
[ 1.43894943  1.06188335  0.36938389  0.55496618 -0.36202066  0.53068178] -216.9697049898443
[ 1.22397585  0.6669592   0.26157525  0.98180467 -0.68258954  0.70369145] -217.06409423136955
[ 1.02380333  0.78599143  0.29694883  0.85296176 -0.4792998   0.7532048 ] -216.9550221630078
[ 1.14325348  0.77340608  0.44769327  0.69175537 -0.37950274  0.53404189] -217.03381195362377
[ 1.06153985  0.74528727  0.2365761   0.95165485 -0.58672003  0.8031257 ] -216.9522838257535
[ 1.08079939  0.89362811  0.44122621  0.72752274 -0.27122133  0.7323649 ] -217.06466781019404
[ 1.08616386  0.70947531  0.25179187  0.92423383 -0.60760689  0.72433202] -216.9418786137204
[ 1.2287772   0.79713203  0.2703802   0.81492093 -0.51141778  0.64116528] -216.89195187693167
[ 1.35490498  0.82779346  0.2392864   0.76844991 -0.51134869  0.56638616] -216.94931952870945
[ 1.40294519  0.98887493  0.17726542  0.88953748 -0.57170205  0.85626309] -216.92512206058916
[ 1.41448199  0.87784404  0.22727911  0.87743266 -0.5895112   0.72942165] -216.9298855682071
[ 1.49439286  0.9627338   0.28455284  0.75399884 -0.48302136  0.65493274] -216.8947045860059
[ 1.60584518  1.08296525  0.28025738  0.72467487 -0.42060599  0.71059332] -216.86695681039498
[ 1.86568584  1.26971023  0.29449014  0.62489539 -0.32710554  0.70372398] -216.88991842283522
[ 1.34131477  0.98297026  0.32242958  0.72055677 -0.38239994  0.69922758] -216.86690427170242
[ 1.30473116  1.03553336  0.37000481  0.64211883 -0.27884431  0.68413054] -216.91219084599183
[ 1.33230811  0.86997114  0.42083132  0.65212506 -0.33710839  0.52004098] -216.92143282827826
[ 1.34996738  0.89969709  0.35993985  0.71147816 -0.3957568   0.6040965 ] -216.8809197396056
[ 1.4594324   1.02185008  0.3036435   0.60696523 -0.40372604  0.5392172 ] -216.85038175645857
[ 1.54196984  1.10643949  0.3000528   0.47100158 -0.36671282  0.41940617] -216.87748111515572
[ 1.24774357  0.93149298  0.3362791   0.68284769 -0.37202541  0.62455189] -216.86374422043116
[ 1.5032878   1.00730361  0.29846455  0.68853756 -0.37741023  0.62879659] -216.85929227302242
[ 1.6070865   1.1782944   0.36329112  0.5634325  -0.27255703  0.62766242] -216.85389509009013
[ 1.5716027   1.16859511  0.27484856  0.61752671 -0.34715141  0.6725865 ] -216.86751275664966
[ 1.51619387  1.1013706   0.29612138  0.64101457 -0.35930276  0.655464  ] -216.84219089825018
[ 1.28584113  0.99146206  0.35981903  0.57644324 -0.30186782  0.54771324] -216.86030181321718
[ 1.53188032  1.09428765  0.33010998  0.53252349 -0.31322983  0.5085742 ] -216.83772764060586
[ 1.62716309  1.14994635  0.33395018  0.43850685 -0.27864477  0.41324752] -216.85893062747388
[ 1.72016376  1.20002982  0.31420408  0.5201245  -0.30400583  0.54459066] -216.85446733267815
[ 1.82684042  1.20958333  0.27545918  0.60775604 -0.37487609  0.62038846] -216.9084263236283
[ 1.42109095  1.04599238  0.33872906  0.58427144 -0.32011989  0.56588204] -216.83097088114158
[ 1.5819948   1.20663803  0.35023516  0.46090635 -0.28023689  0.51833358] -216.88242218537172
[ 1.52296455  1.05713722  0.3114072   0.63162975 -0.3531169   0.60118084] -216.84081867173273
[ 1.29938577  0.96628095  0.33356333  0.66648783 -0.37001165  0.62140291] -216.8562327618301
[ 1.61496926  1.1415926   0.3190439   0.55671533 -0.32050728  0.56379372] -216.84362257046456
[ 1.41509061  0.97578245  0.26972722  0.62094077 -0.41744387  0.51704159] -216.8638932663249
[ 1.55908753  1.12766641  0.33990015  0.57780957 -0.30877874  0.60000721] -216.84294941871588
[ 1.5959631   1.16749887  0.34146039  0.56768949 -0.25462575  0.62575014] -216.84899589513003
[ 1.56183042  1.13108667  0.33200617  0.57750843 -0.29190083  0.6041169 ] -216.83898382629806
[ 1.42271328  1.04425437  0.33038075  0.62487042 -0.32830903  0.61461468] -216.83516859346827
[ 1.43313693  1.03037655  0.30635137  0.61946313 -0.34654767  0.58327035] -216.83939237680062
[ 1.44834495  1.03300768  0.35354013  0.54907431 -0.29177195  0.503749  ] -216.83153990659142
[ 1.41670107  1.06919789  0.35229862  0.53094065 -0.2775095   0.52555489] -216.84020855787932
[ 1.44326694  1.06618272  0.34207577  0.55611293 -0.29641135  0.54446137] -216.83090296411834
[ 1.50990536  1.10789394  0.36926258  0.52199054 -0.26736662  0.53052906] -216.84452985495196
[ 1.45232904  1.0497559   0.32207918  0.59509498 -0.32675241  0.57008502] -216.83242546489663
[ 1.3447114   0.98007356  0.34029879  0.56980743 -0.33363065  0.49833854] -216.84466783551218
[ 1.50755067  1.09333339  0.33407932  0.57558318 -0.30233328  0.57767231] -216.83278749663984
[ 1.36655162  1.01655449  0.34351809  0.6291456  -0.30866947  0.61691394] -216.85880339069834
[ 1.49054814  1.07485436  0.33346201  0.55667902 -0.31208974  0.53565914] -216.8314018012476
[ 1.49833028  1.07678777  0.3442744   0.5140682  -0.28818384  0.48455495] -216.83438005496566
[ 1.47942603  1.06865442  0.34080099  0.54176875 -0.29821514  0.51706988] -216.83099199624067
[ 1.40411802  1.01948242  0.34281639  0.55208397 -0.31278687  0.50129651] -216.83006227864797
[ 1.35240169  0.98255694  0.34718492  0.54033436 -0.31801366  0.46310861] -216.84699616716745
[ 1.44326931  1.05296876  0.36172894  0.51823516 -0.28371257  0.4859543 ] -216.83450164484321
[ 1.45006411  1.05055911  0.33199162  0.57588003 -0.31599245  0.54905234] -216.8301707243775
[ 1.44782645  1.07556746  0.32308515  0.57319106 -0.32676653  0.56739143] -216.83059351689707
[ 1.39138268  1.03395848  0.33970432  0.57109038 -0.311341    0.54605872] -216.8095199389129
[ 1.34179995  1.01351053  0.34282547  0.57829606 -0.31096663  0.55125851] -216.84905097134867
[ 1.37315702  1.0285931   0.33199978  0.59577451 -0.32959089  0.57431092] -216.84628194301004
[ 1.45285878  1.05863909  0.33860069  0.55527019 -0.30605908  0.53138014] -216.8295769285995
[ 1.44208137  1.05547072  0.33402891  0.54360475 -0.3029992   0.51399813] -216.83038076944592
[ 1.4195102   1.03170971  0.32799992  0.56759387 -0.32890369  0.52526438] -216.8287630437721
[ 1.40551194  1.00770572  0.3486288   0.54865    -0.2992609   0.48829198] -216.8327168696064
[ 1.43724782  1.05860202  0.32947106  0.5670558  -0.31989012  0.54761657] -216.8293631935804
[ 1.40964583  1.02884623  0.33616575  0.58605333 -0.32865853  0.55289143] -216.82957247887427
[ 1.38819034  1.0265202   0.33959443  0.55716915 -0.31988732  0.51911691] -216.8322528791472
[ 1.43459566  1.04454939  0.33389232  0.57120231 -0.31696616  0.54156848] -216.82929964523692
[ 1.44429564  1.06595255  0.32579497  0.58733799 -0.32448599  0.58029673] -216.83130597020622
[ 1.41416242  1.03109996  0.33856103  0.56089747 -0.31571165  0.52104657] -216.82905902192027
[ 1.38265609  1.01761617  0.32999745  0.58602752 -0.33443131  0.54676857] -216.81051969739846
[ 1.41687247  1.04366568  0.33037628  0.55523578 -0.31375611  0.52321634] -216.82962801471254
[ 1.41145249  1.03255109  0.33471839  0.57834894 -0.32493293  0.54547265] -216.82908960845646
[ 1.38067203  1.00522624  0.33882008  0.5779977  -0.32420546  0.52777656] -216.84311495995323
[ 1.42310387  1.04525808  0.33180832  0.56979127 -0.32096896  0.54265656] -216.82905221034238
[ 1.37949359  1.01951511  0.33370415  0.57338084 -0.32846368  0.53418734] -216.81008243056075
[ 1.3919838   1.02716807  0.33254001  0.56457817 -0.32167384  0.52652139] -216.84018256518704
[ 1.40658531  1.03120534  0.33417379  0.57490625 -0.32411816  0.54073484] -216.82909385790524
[ 1.38543814  1.02673679  0.33670424  0.57223561 -0.31990234  0.54012303] -216.81042088703137
[ 1.38701939  1.02578732  0.33485088  0.57855895 -0.32288616  0.54641365] -216.8107237390588
[ 1.40544644  1.03283409  0.33385212  0.56934212 -0.32012235  0.53566155] -216.82929396448074
[ 1.40724328  1.03960828  0.33575632  0.57044082 -0.31615498  0.54435764] -216.83002789075672
[ 1.40277255  1.03252922  0.33913267  0.56599392 -0.31352633  0.53355264] -216.8299012266239
[ 1.40141759  1.03325478  0.33721135  0.57471966 -0.31813696  0.54576569] -216.830151276752
[ 1.39168324  1.03056327  0.33612216  0.56783428 -0.31650742  0.53629006] -216.80826144589062
[ 1.38681607  1.02921752  0.33557757  0.56439158 -0.31569265  0.53155224] -216.8327411412714
[ 1.38067087  1.02119478  0.33769915  0.57124426 -0.31860688  0.53500891] -216.81068426830564
[ 1.37777437  1.0244957   0.33384495  0.57744127 -0.32292906  0.54629933] -216.81144744402673
[ 1.36587646  1.02141135  0.33912311  0.57679279 -0.31726861  0.54773634] -216.845146234411
[ 1.39555394  1.02997841  0.33516987  0.57120479 -0.31940891  0.53868025] -216.80778525742545
[ 1.39947505  1.03157732  0.33957192  0.56661481 -0.31328851  0.53455888] -216.80756209074207
[ 1.4103254   1.03511813  0.34243541  0.56120159 -0.30846824  0.52868865] -216.82978318514773
[ 1.39438192  1.03221569  0.34013967  0.56151576 -0.3101322   0.53049297] -216.80817414426764
[ 1.40530079  1.04048187  0.33810491  0.56558761 -0.31158658  0.54039239] -216.83046703412987
[ 1.38682835  1.02601655  0.33780059  0.5698301  -0.31685181  0.53635478] -216.83266213899026
[ 1.3975145   1.03077786  0.3373709   0.5689098  -0.31634871  0.53661956] -216.8076085245153
[ 1.39692849  1.03189651  0.3398558   0.56406529 -0.31171036  0.53252592] -216.80786854760828
[ 1.39557915  1.0310703   0.33784704  0.56722455 -0.31489797  0.53542447] -216.80787742341735
[ 1.39542887  1.0327679   0.33963812  0.5688526  -0.31231476  0.5403088 ] -216.80848051488394
