[-0.2907406  -0.87579551  1.06712665  0.5814323   0.26987805 -0.60085126] -268.3039310958666
[-1.18455752 -0.41194564 -0.63844581 -2.05411036 -0.05134311 -0.77153627] -293.5932865571946
[-0.27809192 -1.84496604 -1.32310618  1.00199874  2.04581334 -0.56350914] -270.103500831233
[-0.83303333 -0.0348322   0.14152204 -1.16416471 -1.29944933 -0.07525402] -303.28304767776336
[-2.25287826 -1.28111618 -0.4508428  -0.26334133  1.09224663 -0.84488195] -0.0008740060329277253
[-2.27392438 -1.28634074 -0.40346183 -0.26260348  1.08964034 -0.88242437] -0.001510109111161474
[-2.26256326 -1.28546069 -0.42190424 -0.26126999  1.0886247  -0.87154882] -0.0007264715573868408
[-2.27730191 -1.32483019 -0.42138781 -0.30382946  1.10243466 -0.79980357] -0.0037137750101843147
[-2.24517616 -1.27216766 -0.44281333 -0.24646999  1.08316648 -0.88173422] -0.0005529106900416123
[-2.23663744 -1.2857191  -0.45578636 -0.21749421  1.07984018 -0.8766966 ] -0.00032127316756158853
[-2.22113461 -1.28441098 -0.47249415 -0.17780054  1.07211262 -0.89277134] -0.0008492393088758511
[-2.23407794 -1.27012828 -0.45934671 -0.21481027  1.06866294 -0.85071175] -0.0005171855698910199
[-2.26237045 -1.26860167 -0.46173522 -0.23810671  1.0815005  -0.87606593] -0.00026881513835745835
[-2.27672639 -1.25629859 -0.47555978 -0.23440206  1.08105155 -0.89024032] -0.0012083510369483893
[-2.24631482 -1.27652182 -0.44860933 -0.21186984  1.06807022 -0.88929579] -0.0008366367725070522
[-2.24795568 -1.27767041 -0.4491677  -0.22473771  1.07411432 -0.87819233] -0.0003359530194731313
[-2.23176064 -1.26958055 -0.48663572 -0.20176375  1.06685537 -0.86484341] -0.0007385544243487041
[-2.2548626  -1.28149065 -0.43808711 -0.24639343  1.08318236 -0.86987247] -0.0003069947358782897
[-2.25237654 -1.28598124 -0.46415123 -0.21653823  1.07231888 -0.8507041 ] -0.0003619100966946743
[-2.23933954 -1.26569387 -0.45265422 -0.2052112   1.07405062 -0.88830518] -0.0003110437558459558
[-2.26376948 -1.28492403 -0.44784724 -0.23468356  1.08633935 -0.89590045] -0.0005543580460878007
[-2.24150083 -1.27382722 -0.45647184 -0.21977859  1.07308204 -0.86200893] -0.00020460469160549487
[-2.24184564 -1.26501974 -0.44048292 -0.23403572  1.08293779 -0.89967638] -0.000927691217255246
[-2.24974382 -1.28074086 -0.45823415 -0.2209126   1.07497361 -0.86294717] -0.00012295315054800744
[-2.24686254 -1.27435405 -0.4584886  -0.22456121  1.08142878 -0.86710643] -0.00017542774354688484
[-2.26158916 -1.26251701 -0.45277068 -0.23416036  1.07623246 -0.86540543] -0.0003064999577287971
[-2.26630359 -1.28148328 -0.45594165 -0.2560931   1.0827493  -0.84616361] -0.00042068193313620476
[-2.24608056 -1.26964123 -0.45347608 -0.21793167  1.07622529 -0.87776978] -0.00013697662852171674
[-2.24785318 -1.26173669 -0.47563841 -0.20542362  1.07129853 -0.86722875] -0.00040446952908770097
[-2.25311025 -1.27655216 -0.44747493 -0.23615098  1.08021141 -0.86921154] -0.00013674459836278868
[-2.23830032 -1.28538872 -0.45918959 -0.21832022  1.07957475 -0.87296449] -0.0002775947535600622
[-2.24412253 -1.2796708  -0.45758486 -0.22228026  1.07873918 -0.87107473] -0.00013184379707047847
[-2.23143639 -1.28299377 -0.4488416  -0.20909839  1.07338627 -0.86064026] -0.0003794076774048846
[-2.25463694 -1.2721997  -0.45851182 -0.23085463  1.07947194 -0.87220951] -0.00012131041111166574
[-2.25668472 -1.27722571 -0.45478497 -0.23111852  1.08393469 -0.87809746] -0.0001290557597965501
[-2.25459706 -1.2776561  -0.45153367 -0.22852168  1.07642326 -0.87666364] -0.00023767616116845684
[-2.24879617 -1.27517957 -0.45674987 -0.22555132  1.0801774  -0.86949573] -9.562794946577912e-05
[-2.25628425 -1.28421504 -0.45763746 -0.2376911   1.08294412 -0.86324226] -0.000132733664583251
[-2.25031256 -1.27985839 -0.46702611 -0.21998517  1.07986891 -0.86981075] -0.00016726325330909615
[-2.25241083 -1.27737872 -0.45236273 -0.23210953  1.08012578 -0.86936134] -8.880135844670392e-05
[-2.24584742 -1.26991674 -0.45510534 -0.21658452  1.07619675 -0.87781972] -0.00012903693653510022
[-2.2585841  -1.27120964 -0.45433143 -0.23009678  1.07955422 -0.87223558] -9.12148709170244e-05
[-2.24665504 -1.27164936 -0.45698014 -0.22091794  1.07289854 -0.86325889] -0.00018372606269116803
[-2.2541773  -1.27583163 -0.45533376 -0.22856838  1.08117566 -0.87438782] -8.030342115133537e-05
[-2.26026897 -1.28092996 -0.45673591 -0.23944656  1.08229612 -0.86239267] -0.00010949223117368356
[-2.25988095 -1.27016887 -0.45310769 -0.24129647  1.08596009 -0.87708038] -0.00021455810752506294
[-2.2522781  -1.27809787 -0.45695253 -0.22600857  1.07772023 -0.86648047] -7.425155005527534e-05
[-2.25420155 -1.2806761  -0.45231026 -0.22973908  1.08087786 -0.86590836] -5.48149109014245e-05
[-2.25398386 -1.2849143  -0.44920949 -0.22918131  1.08158082 -0.86275778] -8.95810103148478e-05
[-2.24654705 -1.27186121 -0.45261095 -0.21791133  1.07758093 -0.8768971 ] -0.00010410580570681966
[-2.24997753 -1.2741284  -0.45364219 -0.22329514  1.07875973 -0.87327099] -7.022031902253714e-05
[-2.25841363 -1.27726122 -0.4515611  -0.2310545   1.07922709 -0.87105246] -8.598671451285146e-05
[-2.24856888 -1.28324834 -0.4530561  -0.22682828  1.07974123 -0.86791823] -0.00010485102729266615
[-2.25608029 -1.27421931 -0.4540126  -0.22927966  1.07960097 -0.87115625] -6.505653934627186e-05
[-2.25596531 -1.27602612 -0.45557476 -0.22387225  1.07899473 -0.87139077] -3.82576121255766e-05
[-2.25774255 -1.27534981 -0.45718077 -0.21975361  1.0784292  -0.87240549] -3.9901836636098565e-05
[-2.2491464  -1.27573192 -0.45771427 -0.22253319  1.07981597 -0.86981243] -8.324175809542218e-05
[-2.25146321 -1.27611425 -0.45617597 -0.22466352  1.07966875 -0.87012244] -5.812802211113292e-05
[-2.25247803 -1.27725572 -0.45422234 -0.22371769  1.0773651  -0.86505527] -5.0005779696083705e-05
[-2.25444387 -1.27470876 -0.4516935  -0.22551388  1.08070215 -0.87248756] -4.5088128743792244e-05
[-2.25823322 -1.27887169 -0.45435429 -0.22896689  1.08031012 -0.86543589] -3.4240787568809306e-05
[-2.26236107 -1.28124333 -0.45471034 -0.23180277  1.08108532 -0.86151834] -5.607539882285978e-05
[-2.2528481  -1.28033156 -0.45409778 -0.22287811  1.07970527 -0.86564385] -4.163242240699343e-05
[-2.25792682 -1.2798424  -0.45124167 -0.22689912  1.07964966 -0.8651848 ] -2.43400342926863e-05
[-2.26115863 -1.28170648 -0.44877451 -0.22801692  1.07964012 -0.86271598] -3.911727716607515e-05
[-2.25643023 -1.27500266 -0.45475118 -0.2208769   1.07803115 -0.86915769] -2.13715706546488e-05
[-2.25754458 -1.27216594 -0.45597164 -0.2164458   1.0766078  -0.87078235] -4.151663422221384e-05
[-2.25947116 -1.27767201 -0.45301539 -0.22595135  1.08176593 -0.87137824] -2.7380009436028885e-05
[-2.25918108 -1.28120671 -0.45598485 -0.224301    1.07878347 -0.86357619] -4.379431251574966e-05
[-2.25799678 -1.27958223 -0.45491201 -0.22460422  1.07926314 -0.86580403] -2.5712473815242175e-05
[-2.26249307 -1.27533414 -0.45385198 -0.22751213  1.07963298 -0.87047329] -5.188732768780936e-05
[-2.25525934 -1.27908221 -0.45403633 -0.22403662  1.07968719 -0.86685121] -2.4264894929935446e-05
[-2.25914055 -1.28065828 -0.4518622  -0.22657278  1.08057434 -0.86321318] -2.4304408235819962e-05
[-2.25717507 -1.27840824 -0.45225197 -0.2206801   1.07934701 -0.86842716] -6.125302064973104e-06
[-2.25664599 -1.27817652 -0.45120081 -0.21653671  1.07886545 -0.8699228 ] -5.082618423609578e-06
[-2.25499542 -1.27977609 -0.45298602 -0.22055743  1.07692439 -0.86199966] -4.2473397110392656e-05
[-2.25835222 -1.27819803 -0.45300804 -0.22460287  1.08055554 -0.8690336 ] -1.4559693240936577e-05
[-2.25658828 -1.27740447 -0.45045473 -0.22190412  1.07985797 -0.86865039] -8.156851222832116e-06
[-2.25621205 -1.27633165 -0.45386277 -0.21794421  1.07954089 -0.87042482] -1.5568025532780633e-05
[-2.25402216 -1.27407356 -0.45390909 -0.21539436  1.07827173 -0.87480032] -3.2855085154967573e-05
[-2.25786095 -1.2790121  -0.45237392 -0.22377818  1.07999868 -0.86610997] -1.1637430843515713e-05
[-2.25877057 -1.27562627 -0.45118082 -0.21784438  1.0792627  -0.87091521] -6.476921664681644e-06
[-2.25837979 -1.27991369 -0.44927585 -0.21999326  1.08132926 -0.86919457] -2.3319810962367397e-05
[-2.25691762 -1.27623041 -0.45338235 -0.22065599  1.07885568 -0.86916691] -9.541848090256596e-06
[-2.25883316 -1.27855095 -0.45000413 -0.22382987  1.07959112 -0.86750813] -7.771428109260003e-06
[-2.2568533  -1.27680221 -0.44985755 -0.21691354  1.078255   -0.86839087] -1.4629195867883036e-06
[-2.25610384 -1.2761043  -0.4482823  -0.21306887  1.07710472 -0.86806951] -7.707800041511944e-06
[-2.25700869 -1.27525151 -0.44965288 -0.21545002  1.07823062 -0.87207481] -9.701805975010599e-06
[-2.25722175 -1.27619166 -0.45033314 -0.21753206  1.07867264 -0.8705836 ] -4.116125250621926e-06
[-2.2580534  -1.27802028 -0.44762805 -0.2175309   1.07931262 -0.86949009] -5.976789549659858e-06
[-2.25887111 -1.27705149 -0.44961343 -0.21482504  1.07812854 -0.87028651] -5.158064034303946e-06
[-2.25663888 -1.27540519 -0.44993381 -0.20989768  1.07790786 -0.87235489] -1.9507554873376783e-05
[-2.25828459 -1.27776451 -0.44998655 -0.22034682  1.07917031 -0.86871982] -2.1479880139071986e-06
[-2.25653948 -1.27904262 -0.44835902 -0.21671731  1.07820548 -0.86821602] -6.888879563037329e-06
[-2.25821279 -1.27648036 -0.45047537 -0.21756261  1.0789984  -0.87024041] -2.927104982578993e-06
[-2.25730979 -1.2761353  -0.45286091 -0.21704136  1.07805083 -0.86989125] -6.345129696621098e-06
[-2.25786749 -1.27754903 -0.44893626 -0.21740852  1.07899717 -0.86959038] -2.7693896895666272e-06
[-2.25615753 -1.27726994 -0.4506498  -0.22060838  1.07952445 -0.86886278] -7.180483891064921e-06
[-2.25819272 -1.2771061  -0.44987252 -0.21627087  1.07847752 -0.86993058] -2.4028892845542624e-06
[-2.25889822 -1.27578811 -0.44861965 -0.2188081   1.07865822 -0.86922909] -3.590234338081698e-06
[-2.25888129 -1.27763845 -0.44891616 -0.21823809  1.07884623 -0.86811679] -8.679583423579077e-07
[-2.25971105 -1.27836184 -0.44820768 -0.21859111  1.07893302 -0.86688339] -2.7988753148114466e-06
[-2.25719917 -1.27865878 -0.45072849 -0.21677205  1.07892332 -0.86910053] -3.9590701637656934e-06
[-2.25847346 -1.27650577 -0.44914686 -0.21829909  1.07872449 -0.86919695] -1.6517047529201989e-06
[-2.25797149 -1.277975   -0.44842993 -0.21826303  1.07849184 -0.86774139] -2.9237613778100327e-06
[-2.25803181 -1.27760134 -0.44894129 -0.21808793  1.07861848 -0.86836614] -1.5031805796300432e-06
[-2.25837156 -1.27692376 -0.44997072 -0.2186436   1.07836684 -0.86798334] -1.5280181571382025e-06
[-2.25810595 -1.27730591 -0.44906719 -0.22057215  1.0788496  -0.86699406] -2.8825768214015875e-06
[-2.25817103 -1.27715605 -0.44967119 -0.21734619  1.07857054 -0.86919645] -1.1912047374470778e-06
[-2.25797623 -1.27644469 -0.44884804 -0.21549599  1.07795689 -0.86836369] -2.4502300709138646e-06
[-2.2582075  -1.27743455 -0.44970192 -0.21913411  1.07886695 -0.86863079] -1.1395335452470588e-06
[-2.2576987  -1.27801302 -0.44987275 -0.21782207  1.07845018 -0.86769784] -1.393437746115985e-06
[-2.25757631 -1.27795811 -0.44901624 -0.21720371  1.07883562 -0.86881629] -2.39036189132287e-06
[-2.25817275 -1.27718235 -0.4497321  -0.21828363  1.07848403 -0.86819158] -9.262950192972332e-07
[-2.25796304 -1.27714087 -0.45030927 -0.21782462  1.07853916 -0.8683753 ] -4.7023572013161255e-07
[-2.25792865 -1.27691063 -0.45099325 -0.21769296  1.07849951 -0.86837988] -6.968128261818532e-07
[-2.25951147 -1.27805289 -0.44954358 -0.21930269  1.07899737 -0.86834538] -1.5040549867377772e-06
[-2.25751784 -1.27711488 -0.44977906 -0.21751083  1.07844059 -0.8683795 ] -8.534647109197409e-07
[-2.25860578 -1.2765427  -0.44949715 -0.21829042  1.07879899 -0.86926562] -1.3471207195000642e-06
[-2.25837901 -1.27691028 -0.44959105 -0.21817333  1.07871178 -0.86887368] -8.102659103023309e-07
[-2.25820278 -1.27731774 -0.449672   -0.21904201  1.07872571 -0.86765943] -7.265946803441368e-07
[-2.25816474 -1.2770003  -0.44963129 -0.21722339  1.07838222 -0.8679013 ] -5.415518249886083e-07
[-2.25819682 -1.27719182 -0.44956751 -0.21772047  1.0787312  -0.86824375] -3.8574482434696205e-07
[-2.25820885 -1.27719656 -0.44948522 -0.21743889  1.07885478 -0.86826984] -7.126388897311609e-07
[-2.25726013 -1.27658685 -0.45060056 -0.21759346  1.07833066 -0.86836086] -1.04524678241127e-06
[-2.258476   -1.27737555 -0.44933726 -0.21807693  1.07871734 -0.86817781] -5.085327668649802e-07
[-2.25894295 -1.27719731 -0.4495904  -0.21850942  1.07882855 -0.86803092] -1.9410986928695796e-07
[-2.25965551 -1.27723852 -0.44949607 -0.21900872  1.07902253 -0.86785664] -3.4696767678206476e-07
[-2.25826977 -1.27749758 -0.44977819 -0.21795894  1.07859628 -0.86725583] -5.931409266717125e-07
[-2.25846832 -1.27715007 -0.44973264 -0.21672925  1.0785392  -0.86833554] -6.052720703243907e-07
[-2.25840193 -1.27719199 -0.44971748 -0.21730744  1.07858583 -0.86816651] -3.4233186804367833e-07
[-2.25844539 -1.27686836 -0.44960621 -0.21759514  1.07866516 -0.86904271] -8.690644286108028e-07
[-2.25831367 -1.27734028 -0.4497352  -0.21786799  1.0786135  -0.86770255] -3.259638695968702e-07
[-2.25860007 -1.27747897 -0.44978775 -0.21854557  1.07895631 -0.86833098] -2.960007153133859e-07
[-2.25833017 -1.2771382  -0.45023194 -0.21784823  1.07870085 -0.86810553] -1.3882725309136004e-07
[-2.25825725 -1.27701952 -0.45067928 -0.21773388  1.0786926  -0.86806939] -2.915927433623511e-07
[-2.25896549 -1.27737199 -0.44923416 -0.21810842  1.07893291 -0.86781812] -4.052500485282617e-07
[-2.25871488 -1.27731421 -0.44950294 -0.21803747  1.07883448 -0.86795741] -2.254271888554311e-07
[-2.25890441 -1.27736183 -0.44995439 -0.21831824  1.0787753  -0.86785422] -1.544742165579754e-07
[-2.25886678 -1.27741827 -0.44988339 -0.21906821  1.07898383 -0.86782736] -1.4492608776420827e-07
[-2.25913941 -1.27729598 -0.44991507 -0.21890772  1.07907961 -0.86833293] -2.2127213436498592e-07
[-2.2590328  -1.27709629 -0.44990496 -0.21835086  1.0787779  -0.86770514] -1.0200373045352091e-07
[-2.25924917 -1.27690496 -0.44996356 -0.21825351  1.07868869 -0.86739222] -3.483917999541155e-07
[-2.25902396 -1.27718842 -0.45032378 -0.21896342  1.07888087 -0.86799462] -2.698722637825418e-07
[-2.25879215 -1.27728276 -0.44970815 -0.21826896  1.07884607 -0.86796672] -1.0564106398875028e-07
[-2.25848367 -1.27720224 -0.44984267 -0.21788026  1.07855789 -0.86749703] -3.19541476373498e-07
[-2.25897548 -1.27727255 -0.44989697 -0.21865085  1.07894918 -0.86812395] -9.824844062215822e-08
[-2.25869097 -1.27732599 -0.45026953 -0.2183257   1.07884916 -0.86783005] -9.529110347860679e-08
[-2.25856499 -1.27739033 -0.4506091  -0.21823384  1.07885946 -0.86772961] -2.939518527879121e-07
[-2.25865837 -1.27714953 -0.45001059 -0.21851936  1.07892702 -0.8679987 ] -3.965665120895917e-08
[-2.25853536 -1.27704338 -0.45003869 -0.21861992  1.07900289 -0.86807094] -1.3129788849238142e-07
[-2.25862653 -1.2770035  -0.45012399 -0.21758645  1.07869956 -0.86808267] -1.4470772862936948e-07
[-2.2586866  -1.27710719 -0.45006384 -0.21795689  1.07877063 -0.86801884] -6.468577074035779e-08
[-2.25928196 -1.27727324 -0.44971941 -0.21884264  1.07900581 -0.8677756 ] -9.537107783488835e-08
[-2.25898324 -1.2771255  -0.45024695 -0.21861314  1.07891382 -0.86785072] -5.265638153168772e-08
[-2.25872607 -1.27732171 -0.45016414 -0.21861867  1.07902731 -0.86816081] -1.4587902870474393e-07
[-2.25895612 -1.27715265 -0.44996975 -0.21841782  1.07884025 -0.86781906] -4.0031831173143394e-08
[-2.25877694 -1.27710549 -0.45019639 -0.218241    1.07881972 -0.86764037] -7.081744591768728e-08
[-2.25830213 -1.27704888 -0.45053294 -0.21784866  1.07870106 -0.86794364] -1.9977552130531717e-07
[-2.259037   -1.27721715 -0.44992279 -0.21859415  1.07892962 -0.86781761] -3.0468092788571224e-08
[-2.25900845 -1.27695985 -0.44986724 -0.21845509  1.07888453 -0.86788505] -2.59850023804044e-08
[-2.25916719 -1.27677677 -0.44966609 -0.21851978  1.07890222 -0.86791256] -1.204224557690304e-07
[-2.25899965 -1.2771318  -0.44983067 -0.21861115  1.07893557 -0.86815629] -9.046567311306001e-08
[-2.25883262 -1.27711207 -0.45010496 -0.21833354  1.07884868 -0.86776935] -2.5043148986460618e-08
[-2.25913867 -1.27713172 -0.44997692 -0.21902081  1.07901068 -0.86769465] -3.987660618706633e-08
[-2.25889384 -1.27711548 -0.4497038  -0.21850044  1.07889977 -0.86781076] -4.246957994314751e-08
[-2.25891619 -1.27711799 -0.44983959 -0.21852862  1.07890329 -0.86782075] -1.517689675632617e-08
[-2.25890765 -1.27707679 -0.44993761 -0.2187327   1.07899436 -0.86784298] -1.172814498939615e-08
[-2.25888342 -1.27703885 -0.44992153 -0.21889015  1.07907141 -0.86785494] -5.768135819612208e-08
[-2.25864809 -1.2770794  -0.44991733 -0.21803368  1.07881849 -0.86801683] -6.06988219366807e-08
[-2.25901603 -1.27711864 -0.44996202 -0.21877403  1.07896263 -0.8677752 ] -1.0655389581026939e-08
[-2.25924761 -1.2770513  -0.44986748 -0.21862001  1.07891401 -0.86763828] -7.903390697472911e-08
[-2.25880568 -1.27712497 -0.44997481 -0.21854452  1.07892377 -0.8679086 ] -9.134199717712074e-09
[-2.25879187 -1.27695295 -0.44997262 -0.21852868  1.07890947 -0.8678497 ] -8.772764750876572e-09
[-2.25866931 -1.27682085 -0.44999753 -0.21849595  1.07889939 -0.86786574] -4.9945612068396314e-08
[-2.25874823 -1.27720795 -0.4500633  -0.21869228  1.07896287 -0.86777047] -3.98557920059109e-08
[-2.2589434  -1.27702187 -0.44991625 -0.21851438  1.07890412 -0.86785641] -5.900081517364587e-09
[-2.25896098 -1.27702567 -0.44976267 -0.21887411  1.0790172  -0.86791519] -3.7421612437512923e-08
[-2.25886471 -1.27709047 -0.45001939 -0.21846868  1.07889081 -0.86780581] -5.893131233092985e-09
[-2.25886026 -1.27701057 -0.45008798 -0.21865905  1.07895843 -0.86785881] -1.2531308439889919e-08
[-2.25887424 -1.27703743 -0.45002588 -0.21862644  1.07894465 -0.8678493 ] -3.3515729137330903e-09
[-2.25885766 -1.27703866 -0.45001938 -0.21841954  1.07885079 -0.86783869] -8.974796418566802e-09
[-2.25869649 -1.27697014 -0.45001409 -0.21826006  1.07884523 -0.86792763] -1.947162326606266e-08
[-2.25893614 -1.27708152 -0.44997504 -0.21864553  1.07893328 -0.86781331] -2.1190070183511623e-09
[-2.25895033 -1.27694933 -0.45000138 -0.21852323  1.07888727 -0.86776247] -1.3115664114730112e-08
[-2.25884184 -1.27708106 -0.44998145 -0.2185392   1.07891465 -0.86787206] -2.235380873222499e-09
[-2.25889308 -1.27704977 -0.44994416 -0.2186881   1.07898153 -0.86784351] -1.0194867137657563e-08
[-2.25886651 -1.27704144 -0.45000058 -0.21848668  1.07888348 -0.86783989] -2.3547529771892593e-09
[-2.25898374 -1.27716498 -0.45000025 -0.21856496  1.07891419 -0.86782923] -1.766593351557803e-08
[-2.25883984 -1.27700596 -0.44997952 -0.21853775  1.07891065 -0.86784458] -1.763194359723777e-09
[-2.2587977  -1.27709075 -0.4500777  -0.21858705  1.07892172 -0.86781858] -9.49996719038526e-09
[-2.25890697 -1.27703909 -0.44995661 -0.21853255  1.07890852 -0.86784695] -1.5401759450945707e-09
[-2.25889047 -1.27700503 -0.44995364 -0.21865404  1.07894093 -0.86788289] -3.009878712693617e-09
[-2.25888635 -1.27704727 -0.44992307 -0.21850548  1.07888585 -0.8678506 ] -5.376150906324111e-09
[-2.25887727 -1.27703989 -0.45000018 -0.2185962   1.07892995 -0.86784962] -8.603837081912358e-10
[-2.25886572 -1.27709129 -0.45001082 -0.2184586   1.07888591 -0.86780592] -6.303753471516845e-09
[-2.25888429 -1.27702659 -0.44996794 -0.21860518  1.07892717 -0.86786364] -5.404045984129922e-10
[-2.2588956  -1.27704993 -0.449953   -0.21866546  1.07895793 -0.86785683] -3.1930763207137457e-09
[-2.25887379 -1.27704356 -0.44998868 -0.21853138  1.07890209 -0.86784413] -6.511688830572605e-10
--------------------------------------------
[ 0.45851163 -1.70125805  1.05388218 -1.17756753 -0.62405128  1.92451971] -240.89595658198286
[ 2.63342066 -0.51811563 -0.62670484 -0.55198663 -0.45344986  0.19938883] -289.77258588551524
[ 1.01412177  0.68014504 -0.81550954  0.28553488  2.16376557  1.19270066] -362.95792591742014
[-0.34820441  2.17464862 -0.72906282  1.24576435 -0.57536988 -1.1077007 ] -272.827889991362
[ 0.23852199  0.10470889  1.03731982 -0.25590285  0.1010071  -0.39477732] -249.99627442973812
[ 0.1194913   0.96124584 -0.8599164  -0.95676971  0.33393553 -0.55833486] -253.66040320924682
[-0.18137756 -2.30234857 -1.50739765 -0.87499759 -1.49031942 -2.4295181 ] -378.48030853532487
[1.55333187 2.86947347 1.19406711 0.40468843 1.80559848 2.84811687] -268.7843845027232
[ 0.53756925  0.616756    1.17203788 -0.7161262  -1.96787554 -0.22229648] -389.8095217731895
[ 0.89498364  0.66429778 -0.31862268  0.03511961  1.13085529  0.83895137] -283.07689804133486
[-1.66120865  2.20915448  1.08592724  0.3170974   1.1774416   0.98420286] -307.19486318586996
[ 1.55976333  0.1637019  -0.19854682 -0.33471563 -0.04572699  0.39559234] -256.0829743038987
[ 0.2988216   0.85987577  0.81787037 -0.39328726 -0.79905764  0.19685397] -279.3809469222854
[ 0.44786211  0.81098127  0.5337471  -0.28618554 -0.31657941  0.35737832] -252.08943528341817
[ 1.80736515 -1.10503085  1.64924715 -2.11458196  0.99343102  2.63186572] -240.72856316919984
[ 2.88514993 -2.74487058  2.83840214 -3.79475511  1.77783148  4.50164893] -280.3257599318394
[-0.00949337 -3.12469047 -0.1221561  -2.11326283 -1.65825982 -1.39603557] -346.60903772928685
[ 1.16262556  1.37093248  0.8650113  -0.22479939  0.9396339   1.78707876] -249.90745852904877
[-0.14830409 -0.0165087   1.62497721 -1.33722004  0.52151928  1.52031777] -255.08846574044466
[ 0.27871277  0.02854395  1.1690962  -1.08659393  0.37970771  1.23913641] -245.43796193135927
[ 1.34504177 -1.12495328  2.96268432 -0.75844069  0.15711415  3.07340206] -480.63408824541125
[ 0.42587892  0.43969606  0.09573378 -0.90718746  0.28973019  0.34959937] -247.5655628297769
[ 1.00934323 -1.09845045  1.42301637 -1.6360255   1.00973229  2.1550959 ] -246.62573407562166
[ 1.47562376 -0.79323117  1.04800918 -2.12634907  0.89505418  3.75720928] -260.76302603928
[ 0.54779743 -0.11977613  1.03999216 -0.72351441  0.29951887  0.64321933] -243.27731133335854
[ 0.34657748 -2.55635764  1.27864464 -2.32369087 -0.1569443   1.19406672] -255.28759885279422
[ 0.95861354  0.38910995  0.96841964 -0.74952226  0.66548935  1.63882575] -244.02082566013766
[ 1.26090233 -1.64198325  2.33881745 -1.58874774  0.61821247  3.06128823] -273.9230646552882
[ 0.63463477 -0.08072377  0.6565047  -1.07757753  0.37185076  1.02752159] -244.26542873039992
[ 0.5525352   0.23540548  0.75603097 -0.67376037 -0.31441681  0.87993361] -248.23688622668075
[ 0.89514122 -0.76498647  1.25627002 -1.39545922  0.67869501  1.83630532] -242.3317429541455
[ 1.48864181 -1.15609905  1.03900908 -1.32614703  0.4152702   1.99494939] -245.44498338999654
[ 0.58119503 -0.2676168   1.13657442 -1.14648221  0.38859833  1.42808966] -242.17295628132203
[ 1.11490656 -1.10912901  1.71162382 -1.35813167  0.42870968  2.34008691] -246.32777500674825
[ 0.75470272 -0.33782508  0.92028448 -1.14771606  0.38606549  1.35566292] -242.1857056249539
[ 0.72295752 -1.82127441  1.38366383 -1.8189182   0.0419298   1.63439513] -241.47343960139986
[ 1.19216032 -1.87955443  1.42664853 -2.21006065  0.32203726  2.96039349] -243.06995294686402
[ 1.0310696  -1.43960985  1.32998444 -1.83842409  0.31640766  2.38109995] -241.26707335885862
[ 0.89012599 -1.45921855  1.23494214 -1.6857708  -0.17790134  1.94890571] -241.05603416671252
[ 1.07570559 -2.26017776  1.67581357 -2.11286553 -0.07326076  2.62729571] -243.91376290769654
[ 0.83495344 -0.81841325  1.10916675 -1.38900343  0.27123393  1.67357112] -240.8657761929919
[ 1.33379941 -2.51398485  1.45038774 -2.19493979 -0.11491507  2.63669612] -244.09276691766672
[ 0.76934613 -0.82920882  1.21502775 -1.4085966   0.26271998  1.73024127] -240.5972783800291
[ 1.20749979 -0.62963871  1.14708631 -1.38572994  0.30535019  2.46233936] -240.72688375915988
[ 0.95819777 -0.74131289  1.13979965 -1.215326    0.02718651  1.74271434] -241.53089124961713
[ 1.01285164 -1.26503561  1.28243824 -1.68264957  0.24410237  2.22150355] -240.55128537963893
[ 1.14004993 -0.65697655  1.25067398 -1.36693888  0.66216341  2.26577453] -241.7200443789565
[ 0.95260698 -1.25865805  1.2388751  -1.60606282  0.03211485  2.02812291] -240.49588778645568
[ 1.73636275 -0.26740371  1.49339826 -2.01797391  1.3270354   2.32469494] -242.02433534457896
[ 0.77797441 -1.34279447  1.1637612  -1.38766912 -0.13627961  2.02456351] -240.3905764100471
[ 1.34092793 -1.32504225  1.45631183 -1.80609324  0.29591234  2.69264099] -240.9721707534897
[ 0.96144706 -0.9450705   1.19595302 -1.49327588  0.27740353  1.92833859] -240.533899478611
[ 0.08654352 -0.98510454  0.76513339 -0.87341269 -0.66496059  1.49983734] -240.3767753517556
[-0.77386729 -0.92514138  0.32307651 -0.25282805 -1.49415639  0.93382315] -243.38133117836352
[ 0.31275679 -1.57898528  1.13997659 -1.43149229 -0.30031668  1.3485297 ] -241.0038670813352
[ 0.98381404 -0.86697535  1.14530888 -1.39717052  0.15393347  2.18388694] -240.41834024718213
[ 0.82239976 -1.39200403  1.04879553 -1.40481693 -0.29394864  2.23184301] -240.55215890457177
[ 0.80913635 -1.25130522  1.09035358 -1.40576185 -0.15478148  2.10644258] -240.3651128749555
[ 0.51098914 -0.95160043  0.91735682 -1.03846806 -0.40829231  1.70222708] -240.5627155725257
[ 0.88738602 -1.18667682  1.19116789 -1.52160419  0.0810037   2.09168443] -240.37971199857367
[ 0.53770671 -1.35210098  1.00224699 -1.23728451 -0.50706008  2.04984066] -240.4070860982695
[ 0.40824671 -1.06966108  0.88044887 -1.00157148 -0.44149638  1.95729557] -240.17529115541308
[ 0.13606657 -0.97516259  0.70123576 -0.69932581 -0.67830199  1.9218819 ] -240.12160988924447
[ 0.09445715 -1.49740618  0.82599072 -0.97784886 -0.84072683  1.71419653] -240.5874486958879
